Mesocosm,Organism,Length_mm,Treatment,Drymass_mg,Drymass_g
F8,Tanypodinae,5.329,2,0.036885953,3.6886E-05
D12,Tanypodinae,8.296,4,0.144820538,0.000144821
D10,Tanypodinae,8.832,0,0.175730941,0.000175731
A2,Tanypodinae,8.955,0,0.183403835,0.000183404
A5,Tanypodinae,5.938,1,0.051531637,5.15316E-05
B11,Tanypodinae,6.453,2,0.066632987,6.6633E-05
A2,Tanypodinae,8.495,0,0.15582624,0.000155826
C3,Tanypodinae,8.915,4,0.180884229,0.000180884
H10,Tanypodinae,9.873,0,0.2479554,0.000247955
A1,Tanypodinae,9.167,4,0.19715504,0.000197155
H10,Tanypodinae,9.046,0,0.189224158,0.000189224
A2,Tanypodinae,7.99,0,0.128942263,0.000128942
A1,Tanypodinae,8.014,4,0.130142814,0.000130143
H9,Tanypodinae,8.49,1,0.155543011,0.000155543
H5,Tanypodinae,11.088,2,0.354913223,0.000354913
B3,Tanypodinae,5.096,6,0.032126591,3.21266E-05
A7,Tanypodinae,9.201,0,0.199423339,0.000199423
H10,Tanypodinae,5.319,0,0.036672491,3.66725E-05
H10,Tanypodinae,8.878,0,0.178574533,0.000178575
A5,Tanypodinae,2.811,1,0.005110998,5.111E-06
A5,Tanypodinae,5.199,1,0.034175744,3.41757E-05
E2,Tanypodinae,4.433,7,0.020884387,2.08844E-05
E4,Tanypodinae,8.656,4,0.165133822,0.000165134
F5,Tanypodinae,9.39,0,0.212354964,0.000212355
C3,Tanypodinae,9.091,4,0.192147952,0.000192148
H9,Tanypodinae,8.968,1,0.184227789,0.000184228
E4,Tanypodinae,8.21,4,0.140231666,0.000140232
A5,Tanypodinae,4.361,1,0.019853942,1.98539E-05
A5,Tanypodinae,6.952,1,0.08387739,8.38774E-05
B11,Tanypodinae,5.169,2,0.033570045,3.357E-05
E4,Tanypodinae,8.511,4,0.156734919,0.000156735
H10,Tanypodinae,8.919,0,0.181135129,0.000181135
D9,Tanypodinae,6.453,6,0.066632987,6.6633E-05
G11,Tanypodinae,8.705,5,0.168039451,0.000168039
E4,Tanypodinae,9.735,4,0.237401709,0.000237402
E10,Tanypodinae,9.314,2,0.207088842,0.000207089
D4,Tanypodinae,9.916,2,0.251307575,0.000251308
D4,Tanypodinae,6.292,2,0.06162868,6.16287E-05
E5,Tanypodinae,3.659,3,0.011542917,1.15429E-05
B7,Tanypodinae,6.876,3,0.081076235,8.10762E-05
A2,Tanypodinae,9.011,0,0.186971011,0.000186971
A2,Tanypodinae,8.951,0,0.183150813,0.000183151
G10,Tanypodinae,3.759,2,0.012545825,1.25458E-05
B11,Tanypodinae,9.073,2,0.190974795,0.000190975
A5,Tanypodinae,8.724,1,0.169175363,0.000169175
G10,Tanypodinae,8.759,2,0.171281408,0.000171281
E1,Tanypodinae,7.143,4,0.091204643,9.12046E-05
E1,Tanypodinae,6.19,4,0.058593554,5.85936E-05
A2,Tanypodinae,11.597,0,0.407712305,0.000407712
H5,Tanypodinae,10.845,2,0.331424849,0.000331425
A2,Tanypodinae,8.658,0,0.165251749,0.000165252
A1,Tanypodinae,9.552,4,0.223880964,0.000223881
E11,Tanypodinae,4.647,3,0.024159575,2.41596E-05
E7,Tanypodinae,9.444,4,0.21615123,0.000216151
A2,Tanypodinae,4.756,0,0.025953925,2.59539E-05
A2,Tanypodinae,3.98,0,0.014968023,1.4968E-05
A3,Tanypodinae,6.89,5,0.081587408,8.15874E-05
A3,Tanypodinae,8.576,5,0.160463287,0.000160463
C5,Tanypodinae,9.812,2,0.243252065,0.000243252
A1,Tanypodinae,9.947,4,0.253743183,0.000253743
A2,Tanypodinae,9.094,0,0.192343951,0.000192344
A3,Tanypodinae,8.59,5,0.161274095,0.000161274
G10,Tanypodinae,4.895,2,0.028370146,2.83701E-05
G3,Tanypodinae,8.908,2,0.180445719,0.000180446
E7,Tanypodinae,9.474,4,0.218279969,0.00021828
A3,Tanypodinae,6.988,5,0.085226801,8.52268E-05
A3,Tanypodinae,8.23,5,0.141289936,0.00014129
A3,Tanypodinae,5.521,5,0.041149122,4.11491E-05
B3,Tanypodinae,9.323,6,0.207707798,0.000207708
E2,Tanypodinae,7.842,7,0.121703948,0.000121704
F11,Tanypodinae,4.544,0,0.022542919,2.25429E-05
B3,Tanypodinae,9.271,6,0.20414882,0.000204149
G10,Tanypodinae,4.143,2,0.016944505,1.69445E-05
A7,Tanypodinae,9.683,0,0.233505131,0.000233505
A2,Tanypodinae,7.473,0,0.104863714,0.000104864
E7,Tanypodinae,10.007,4,0.258502524,0.000258503
H5,Tanypodinae,7.139,2,0.091046918,9.10469E-05
A3,Tanypodinae,8.054,5,0.132160496,0.00013216
G10,Tanypodinae,9.055,2,0.189806492,0.000189806
C2,Tanypodinae,5.514,2,0.040988123,4.09881E-05
C2,Tanypodinae,6.783,2,0.077735456,7.77355E-05
B3,Tanypodinae,8.937,6,0.182267094,0.000182267
B3,Tanypodinae,7.42,6,0.102582624,0.000102583
B3,Tanypodinae,7.096,6,0.089363009,8.9363E-05
B3,Tanypodinae,6.982,6,0.085000887,8.50009E-05
B3,Tanypodinae,8.748,6,0.170617609,0.000170618
A7,Tanypodinae,5.6,0,0.04299587,4.29959E-05
A5,Tanypodinae,9.815,1,0.243481953,0.000243482
D9,Tanypodinae,9.997,6,0.257705144,0.000257705
A7,Tanypodinae,9.094,0,0.192343951,0.000192344
A7,Tanypodinae,10.148,0,0.269923909,0.000269924
E4,Tanypodinae,3.788,4,0.01284732,1.28473E-05
A5,Tanypodinae,4.178,1,0.017390746,1.73907E-05
E4,Tanypodinae,4.755,4,0.025937066,2.59371E-05
D9,Tanypodinae,5.547,6,0.041750864,4.17509E-05
C3,Tanypodinae,7.902,4,0.124604334,0.000124604
E4,Tanypodinae,10.226,4,0.276386372,0.000276386
C3,Tanypodinae,8.932,4,0.181952181,0.000181952
F8,Tanypodinae,8.485,2,0.15526013,0.00015526
A5,Tanypodinae,5.49,1,0.040439361,4.04394E-05
C3,Tanypodinae,7.773,4,0.118425362,0.000118425
G11,Tanypodinae,8.753,5,0.17091912,0.000170919
A2,Tanypodinae,8.594,0,0.161506263,0.000161506
E1,Tanypodinae,10.991,4,0.345406663,0.000345407
B7,Tanypodinae,9.219,3,0.200631318,0.000200631
F11,Tanypodinae,9.708,0,0.235373042,0.000235373
G10,Tanypodinae,6.371,2,0.064051195,6.40512E-05
B3,Tanypodinae,10.285,6,0.281343582,0.000281344
E1,Tanypodinae,8.231,4,0.141342991,0.000141343
G2,Tanypodinae,3.893,1,0.013979915,1.39799E-05
A2,Tanypodinae,9.3,0,0.206128503,0.000206129
C3,Tanypodinae,8.308,4,0.14546881,0.000145469
G8,Tanypodinae,6.973,0,0.084662776,8.46628E-05
H10,Tanypodinae,8.58,0,0.160694665,0.000160695
A7,Tanypodinae,8.948,0,0.182961201,0.000182961
E1,Tanypodinae,9.008,4,0.186778733,0.000186779
F5,Tanypodinae,8.512,0,0.15679183,0.000156792
B8,Tanypodinae,7.579,0,0.109528346,0.000109528
G3,Tanypodinae,5.998,2,0.053157642,5.31576E-05
F5,Tanypodinae,9.15,0,0.196027463,0.000196027
A7,Tanypodinae,9.379,0,0.211587221,0.000211587
D4,Tanypodinae,7.916,2,0.125287752,0.000125288
F5,Tanypodinae,8.763,0,0.171523222,0.000171523
F5,Tanypodinae,6.604,0,0.071569761,7.15698E-05
D4,Tanypodinae,4.273,2,0.018641909,1.86419E-05
E1,Tanypodinae,8.409,4,0.151003074,0.000151003
A2,Tanypodinae,8.473,0,0.154582635,0.000154583
E10,Tanypodinae,9.893,2,0.249510764,0.000249511
E7,Tanypodinae,9.729,4,0.236949877,0.00023695
E7,Tanypodinae,9.855,4,0.246561192,0.000246561
G10,Tanypodinae,4.877,2,0.028049024,2.8049E-05
E5,Tanypodinae,12.825,3,0.556445998,0.000556446
A5,Tanypodinae,8.483,1,0.155147075,0.000155147
E5,Tanypodinae,8.008,3,0.12984197,0.000129842
H1,Tanypodinae,5.272,0,0.035680401,3.56804E-05
E7,Tanypodinae,9.568,4,0.225041774,0.000225042
A3,Tanypodinae,8.224,5,0.14097189,0.000140972
E2,Tanypodinae,5.152,7,0.03323006,3.32301E-05
A2,Tanypodinae,9.231,0,0.201439381,0.000201439
H1,Tanypodinae,4.177,0,0.017377887,1.73779E-05
A2,Tanypodinae,6.928,0,0.082985857,8.29859E-05
E11,Tanypodinae,4.563,3,0.022835456,2.28355E-05
A5,Tanypodinae,7.731,1,0.116459245,0.000116459
A2,Tanypodinae,4.433,0,0.020884387,2.08844E-05
A2,Tanypodinae,8.511,0,0.156734919,0.000156735
B8,Tanypodinae,8.669,0,0.165901364,0.000165901
G3,Tanypodinae,4.813,2,0.026927172,2.69272E-05
A1,Tanypodinae,8.795,4,0.173466053,0.000173466
A3,Tanypodinae,8.778,5,0.172432081,0.000172432
A3,Tanypodinae,4.659,5,0.024352874,2.43529E-05
B3,Tanypodinae,4.434,6,0.020898948,2.08989E-05
B3,Tanypodinae,8.112,6,0.13512356,0.000135124
H5,Tanypodinae,8.863,2,0.177643881,0.000177644
G10,Tanypodinae,5.427,2,0.039022545,3.90225E-05
B3,Tanypodinae,9.736,6,0.237477072,0.000237477
G10,Tanypodinae,4.919,2,0.028802164,2.88022E-05
B3,Tanypodinae,8.487,6,0.15537324,0.000155373
G3,Tanypodinae,6.951,2,0.083840114,8.38401E-05
F11,Tanypodinae,9.123,0,0.194245584,0.000194246
H11,Tanypodinae,9.415,4,0.214106839,0.000214107
E2,Tanypodinae,6.031,7,0.054066563,5.40666E-05
A2,Tanypodinae,9.195,0,0.199021775,0.000199022
A1,Tanypodinae,9.331,4,0.208259031,0.000208259
E2,Tanypodinae,4.266,7,0.018547705,1.85477E-05
E2,Tanypodinae,7.409,7,0.102113435,0.000102113
E7,Tanypodinae,9.523,4,0.22178733,0.000221787
A2,Tanypodinae,4.523,0,0.02222255,2.22226E-05
A2,Tanypodinae,3.566,0,0.010660218,1.06602E-05
B6,Tanypodinae,8.879,7,0.178636693,0.000178637
F6,Tanypodinae,9.693,5,0.234251087,0.000234251
B6,Tanypodinae,8.006,7,0.129741794,0.000129742
F6,Tanypodinae,9.294,5,0.205717853,0.000205718
D10,Tanypodinae,9.811,0,0.243175468,0.000243175
A2,Tanypodinae,10.84,0,0.330952922,0.000330953
B3,Tanypodinae,4.953,6,0.029421775,2.94218E-05
A5,Tanypodinae,7.832,1,0.121225034,0.000121225
H10,Tanypodinae,5.22,0,0.034604103,3.46041E-05
D9,Tanypodinae,10.974,6,0.343758505,0.000343759
B11,Tanypodinae,5.117,2,0.03253744,3.25374E-05
B7,Tanypodinae,6.958,3,0.084101281,8.41013E-05
B7,Tanypodinae,8.978,3,0.184863302,0.000184863
B7,Tanypodinae,9.542,3,0.223157518,0.000223158
F8,Tanypodinae,8.812,2,0.174504209,0.000174504
B3,Tanypodinae,7.033,6,0.086934117,8.69341E-05
A2,Tanypodinae,8.297,0,0.144874486,0.000144874
F8,Tanypodinae,10.876,2,0.33436096,0.000334361
B7,Tanypodinae,5.295,3,0.036163593,3.61636E-05
G11,Tanypodinae,8.356,5,0.148081529,0.000148082
B11,Tanypodinae,4.437,2,0.020942671,2.09427E-05
E4,Tanypodinae,8.431,4,0.152227153,0.000152227
E2,Tanypodinae,4.686,7,0.024791614,2.47916E-05
G1,Tanypodinae,7.158,2,0.091797758,9.17978E-05
A7,Tanypodinae,6.36,0,0.063710091,6.37101E-05
A7,Tanypodinae,8.496,0,0.155882928,0.000155883
C2,Tanypodinae,7.286,2,0.096965505,9.69655E-05
A2,Tanypodinae,3.857,0,0.013584296,1.35843E-05
G1,Tanypodinae,10.722,2,0.319946946,0.000319947
G8,Tanypodinae,5.033,0,0.030915121,3.09151E-05
H5,Tanypodinae,9.111,2,0.193457166,0.000193457
D2,Tanypodinae,8.266,4,0.143208411,0.000143208
G3,Tanypodinae,5.593,2,0.042830015,4.283E-05
G3,Tanypodinae,8.517,2,0.157076595,0.000157077
F5,Tanypodinae,10.348,0,0.286702894,0.000286703
A2,Tanypodinae,8.647,0,0.164603857,0.000164604
G1,Tanypodinae,5.084,2,0.031893403,3.18934E-05
G1,Tanypodinae,10.588,2,0.307751933,0.000307752
G1,Tanypodinae,9.781,2,0.240885139,0.000240885
A2,Tanypodinae,10.618,0,0.310454348,0.000310454
A2,Tanypodinae,8.993,0,0.185819348,0.000185819
A2,Tanypodinae,8.403,0,0.150670393,0.00015067
A2,Tanypodinae,9.319,0,0.207432553,0.000207433
G10,Tanypodinae,5.083,2,0.031874023,3.1874E-05
H9,Tanypodinae,6.629,1,0.072410262,7.24103E-05
B12,Tanypodinae,6.702,0,0.074902689,7.49027E-05
E9,Tanypodinae,9.123,2,0.194245584,0.000194246
E10,Tanypodinae,10.351,2,0.286959807,0.00028696
E5,Tanypodinae,6.742,3,0.076292697,7.62927E-05
B4,Tanypodinae,9.983,0,0.256591608,0.000256592
G3,Tanypodinae,8.039,2,0.131401404,0.000131401
F6,Tanypodinae,9.927,5,0.252170004,0.00025217
D4,Tanypodinae,10.799,2,0.327100253,0.0003271
A7,Tanypodinae,9.116,0,0.19378541,0.000193785
A3,Tanypodinae,8.553,5,0.159137238,0.000159137
E5,Tanypodinae,10.267,3,0.279824892,0.000279825
H5,Tanypodinae,8.611,2,0.162495496,0.000162495
A2,Tanypodinae,7.639,0,0.112229894,0.00011223
C2,Tanypodinae,5.554,2,0.041913883,4.19139E-05
D10,Tanypodinae,7.429,0,0.102967589,0.000102968
B3,Tanypodinae,8.999,6,0.186202701,0.000186203
G3,Tanypodinae,8.127,2,0.135897116,0.000135897
H5,Tanypodinae,9.611,2,0.228181611,0.000228182
G3,Tanypodinae,8.29,2,0.144497135,0.000144497
C3,Tanypodinae,10.314,4,0.283802071,0.000283802
G10,Tanypodinae,4.38,2,0.020122445,2.01224E-05
A3,Tanypodinae,10.091,5,0.265266517,0.000265267
H5,Tanypodinae,9.237,2,0.201844237,0.000201844
G3,Tanypodinae,10.153,2,0.270335071,0.000270335
A1,Tanypodinae,9.673,4,0.232760782,0.000232761
B3,Tanypodinae,8.045,6,0.131704686,0.000131705
G3,Tanypodinae,6.873,2,0.08096698,8.0967E-05
B12,Tanypodinae,8.826,0,0.175362311,0.000175362
E2,Tanypodinae,4.459,7,0.021265203,2.12652E-05
E7,Tanypodinae,9.63,4,0.229578369,0.000229578
B3,Tanypodinae,9.048,6,0.189353461,0.000189353
A1,Tanypodinae,8.917,4,0.181009649,0.00018101
F8,Tanypodinae,9.323,2,0.207707798,0.000207708
H5,Tanypodinae,9.332,2,0.208328005,0.000208328
G3,Tanypodinae,10.307,2,0.283207318,0.000283207
H11,Tanypodinae,9.233,4,0.201574272,0.000201574
E7,Tanypodinae,9.401,4,0.21312459,0.000213125
E7,Tanypodinae,10.026,4,0.260022142,0.000260022
C7,Tanypodinae,8.059,2,0.132414184,0.000132414
G1,Tanypodinae,9.055,2,0.189806492,0.000189806
E5,Tanypodinae,4.586,3,0.023193001,2.3193E-05
G2,Tanypodinae,8.39,1,0.149951287,0.000149951
A5,Tanypodinae,10.049,1,0.26186975,0.00026187
D10,Tanypodinae,6.735,0,0.076048197,7.60482E-05
D10,Tanypodinae,10.018,0,0.259381569,0.000259382
E2,Tanypodinae,4.674,7,0.024595964,2.4596E-05
D10,Tanypodinae,8.532,0,0.157932989,0.000157933
D10,Tanypodinae,5.024,0,0.030744618,3.07446E-05
D2,Tanypodinae,9.566,4,0.224896451,0.000224896
G5,Tanypodinae,4.571,3,0.022959394,2.29594E-05
F8,Tanypodinae,7.999,2,0.129391588,0.000129392
G5,Tanypodinae,5.974,3,0.052503138,5.25031E-05
B11,Tanypodinae,8.865,2,0.177767778,0.000177768
F12,Tanypodinae,9.831,2,0.244710508,0.000244711
F12,Tanypodinae,9.289,2,0.205376067,0.000205376
D9,Tanypodinae,10.427,6,0.29352034,0.00029352
F12,Tanypodinae,10.709,2,0.318749782,0.00031875
A7,Tanypodinae,7.297,0,0.097418574,9.74186E-05
H10,Tanypodinae,8.759,0,0.171281408,0.000171281
H10,Tanypodinae,8.465,0,0.154132085,0.000154132
G1,Tanypodinae,2.991,2,0.006191537,6.19154E-06
B3,Tanypodinae,8.348,6,0.14764389,0.000147644
C3,Tanypodinae,8.885,4,0.179009963,0.00017901
E4,Tanypodinae,7.921,4,0.125532443,0.000125532
E4,Tanypodinae,6.524,4,0.068924536,6.89245E-05
H5,Tanypodinae,4.788,2,0.026497325,2.64973E-05
A5,Tanypodinae,4.761,1,0.02603833,2.60383E-05
E5,Tanypodinae,10.39,3,0.290313867,0.000290314
H5,Tanypodinae,9.978,2,0.256194706,0.000256195
F11,Tanypodinae,6.203,0,0.058974632,5.89746E-05
H11,Tanypodinae,9.164,4,0.196955738,0.000196956
G1,Tanypodinae,7.423,2,0.102710838,0.000102711
A5,Tanypodinae,4.945,1,0.029275181,2.92752E-05
D4,Tanypodinae,10.214,2,0.275385409,0.000275385
A5,Tanypodinae,4.594,1,0.023318247,2.33182E-05
E11,Tanypodinae,5.431,3,0.039111487,3.91115E-05
G5,Tanypodinae,9.745,3,0.238156059,0.000238156
C2,Tanypodinae,5.495,2,0.040553274,4.05533E-05
F5,Tanypodinae,7.206,0,0.093713249,9.37132E-05
F5,Tanypodinae,11.807,0,0.430960026,0.00043096
H9,Tanypodinae,9.238,1,0.201911766,0.000201912
D3,Tanypodinae,3.241,6,0.00793458,7.93458E-06
F5,Tanypodinae,8.748,0,0.170617609,0.000170618
H9,Tanypodinae,7.712,1,0.115577111,0.000115577
H9,Tanypodinae,9.009,1,0.186842811,0.000186843
G1,Tanypodinae,4.568,2,0.022912864,2.29129E-05
A3,Tanypodinae,4.753,5,0.025903371,2.59034E-05
A3,Tanypodinae,4.849,5,0.027554402,2.75544E-05
B3,Tanypodinae,7.94,6,0.126465216,0.000126465
G1,Tanypodinae,4.957,2,0.029495258,2.94953E-05
E9,Tanypodinae,8.815,2,0.174687849,0.000174688
C3,Tanypodinae,8.759,4,0.171281408,0.000171281
G10,Tanypodinae,5.847,2,0.049130253,4.91303E-05
G3,Tanypodinae,6.76,2,0.076923853,7.69239E-05
G3,Tanypodinae,5.939,2,0.051558457,5.15585E-05
E5,Tanypodinae,9.422,3,0.21459911,0.000214599
E5,Tanypodinae,10.056,3,0.262433822,0.000262434
G3,Tanypodinae,9.745,2,0.238156059,0.000238156
E5,Tanypodinae,5.925,3,0.051183827,5.11838E-05
D6,Tanypodinae,9.342,0,0.209018591,0.000209019
H10,Tanypodinae,5.255,0,0.03532608,3.53261E-05
G1,Tanypodinae,9.442,2,0.216009816,0.00021601
H11,Tanypodinae,9.1,4,0.192736355,0.000192736
H5,Tanypodinae,10.664,2,0.314629152,0.000314629
G1,Tanypodinae,8.168,2,0.138026775,0.000138027
C2,Tanypodinae,7.326,2,0.098619888,9.86199E-05
C2,Tanypodinae,6.464,2,0.06698459,6.69846E-05
E5,Tanypodinae,11.228,3,0.368943758,0.000368944
H1,Tanypodinae,7.162,0,0.091956361,9.19564E-05
C2,Tanypodinae,5.051,2,0.031258045,3.1258E-05
G5,Tanypodinae,10.13,3,0.268447228,0.000268447
A3,Tanypodinae,6.957,5,0.084063938,8.40639E-05
D2,Tanypodinae,8.92,4,0.181197891,0.000181198
G3,Tanypodinae,7.806,2,0.119985827,0.000119986
G5,Tanypodinae,4.941,3,0.02920207,2.92021E-05
F5,Tanypodinae,7.1,0,0.089518755,8.95188E-05
H5,Tanypodinae,4.719,2,0.025335073,2.53351E-05
H5,Tanypodinae,5.544,2,0.041681131,4.16811E-05
G8,Tanypodinae,9.316,0,0.20722628,0.000207226
H5,Tanypodinae,9.779,2,0.240732972,0.000240733
B3,Tanypodinae,9.001,6,0.186330604,0.000186331
G3,Tanypodinae,9.306,2,0.206539707,0.00020654
A7,Tanypodinae,5.346,0,0.037250766,3.72508E-05
G5,Tanypodinae,6.431,3,0.065933531,6.59335E-05
B4,Tanypodinae,9.215,0,0.200362452,0.000200362
E4,Tanypodinae,6.911,4,0.082358248,8.23582E-05
H5,Tanypodinae,8.841,2,0.176284868,0.000176285
E4,Tanypodinae,7.207,4,0.09375344,9.37534E-05
H5,Tanypodinae,9.039,2,0.188772067,0.000188772
D2,Tanypodinae,5.291,4,0.036079243,3.60792E-05
G10,Tanypodinae,5.4,2,0.038425759,3.84258E-05
H11,Tanypodinae,9.722,4,0.236423474,0.000236423
H5,Tanypodinae,9.489,2,0.219349636,0.00021935
B3,Tanypodinae,9.03,6,0.188191883,0.000188192
D2,Tanypodinae,9.944,4,0.253506784,0.000253507
C2,Tanypodinae,6.868,2,0.080785111,8.07851E-05
C2,Tanypodinae,5.523,2,0.041195201,4.11952E-05
C2,Tanypodinae,9.281,2,0.20483001,0.00020483
B4,Tanypodinae,9.211,0,0.200093829,0.000200094
A5,Tanypodinae,8.68,1,0.166552704,0.000166553
H5,Tanypodinae,5.4,2,0.038425759,3.84258E-05
H5,Tanypodinae,4.976,2,0.029845997,2.9846E-05
G1,Tanypodinae,9.886,2,0.248965639,0.000248966
F5,Tanypodinae,5.337,0,0.037057327,3.70573E-05
D4,Tanypodinae,9.817,2,0.243635294,0.000243635
B8,Tanypodinae,8.209,0,0.140178894,0.000140179
A7,Tanypodinae,3.617,0,0.011138395,1.11384E-05
F12,Tanypodinae,9.906,2,0.250525281,0.000250525
A2,Tanypodinae,9.155,0,0.196358649,0.000196359
A3,Tanypodinae,9.808,5,0.242945775,0.000242946
H5,Tanypodinae,7.221,2,0.094317338,9.43173E-05
E4,Tanypodinae,5.271,4,0.035659493,3.56595E-05
A5,Tanypodinae,7.985,1,0.128693094,0.000128693
B4,Tanypodinae,10.322,0,0.284482823,0.000284483
G3,Tanypodinae,9.142,2,0.195498351,0.000195498
H5,Tanypodinae,8.643,2,0.164368686,0.000164369
H5,Tanypodinae,10.293,2,0.282020342,0.00028202
H10,Tanypodinae,9.374,0,0.211238868,0.000211239
E7,Tanypodinae,10.192,4,0.273556684,0.000273557
G10,Tanypodinae,8.144,2,0.136777428,0.000136777
G1,Tanypodinae,10.149,2,0.270006108,0.000270006
H1,Tanypodinae,5.114,0,0.032478531,3.24785E-05
D10,Tanypodinae,9.99,0,0.257147968,0.000257148
G5,Tanypodinae,6.295,3,0.061719523,6.17195E-05
G3,Tanypodinae,7.563,2,0.108815436,0.000108815
G3,Tanypodinae,8.501,2,0.156166576,0.000156167
E1,Tanypodinae,9.928,4,0.252248506,0.000252249
H10,Tanypodinae,9.614,0,0.228401768,0.000228402
H10,Tanypodinae,8.927,0,0.181637636,0.000181638
E4,Tanypodinae,10.69,4,0.317005537,0.000317006
G1,Tanypodinae,8.983,2,0.185181613,0.000185182
E7,Tanypodinae,9.93,4,0.252405559,0.000252406
C3,Tanypodinae,7.011,4,0.086096567,8.60966E-05
A3,Tanypodinae,9.019,5,0.187484407,0.000187484
H5,Tanypodinae,6.917,2,0.082579389,8.25794E-05
B8,Tanypodinae,8.205,0,0.139967939,0.000139968
A2,Tanypodinae,10.048,0,0.261789235,0.000261789
F6,Tanypodinae,7.894,5,0.124214943,0.000124215
A3,Tanypodinae,8.823,5,0.175178193,0.000175178
F11,Tanypodinae,9.322,0,0.207638964,0.000207639
G5,Tanypodinae,5.023,3,0.030725712,3.07257E-05
G1,Tanypodinae,9.538,2,0.222868583,0.000222869
C2,Tanypodinae,5.006,2,0.030405521,3.04055E-05
G1,Tanypodinae,8.68,2,0.166552704,0.000166553
A5,Tanypodinae,8.244,1,0.142033931,0.000142034
H10,Tanypodinae,5.557,0,0.041983879,4.19839E-05
F12,Tanypodinae,10.283,2,0.281174564,0.000281175
D2,Tanypodinae,5.253,4,0.035284552,3.52846E-05
H10,Tanypodinae,13.681,0,0.679406774,0.000679407
A6,Tipulidae,5.728,4,0.455176596,0.000455177
H9,Viviparidae,10.842,1,18.37153055,0.018371531
H9,Viviparidae,5.672,1,2.295817854,0.002295818
G10,Viviparidae,4.274,2,0.925599173,0.000925599
H9,Viviparidae,10.089,1,14.58131283,0.014581313
H9,Viviparidae,6.445,1,3.459789963,0.00345979
H9,Viviparidae,4.623,1,1.190830238,0.00119083
H9,Viviparidae,4.809,1,1.351574502,0.001351575
H9,Viviparidae,6.617,1,3.765012288,0.003765012
H9,Viviparidae,4.874,1,1.411096422,0.001411096
H9,Viviparidae,9.826,1,13.39595114,0.013395951
G10,Viviparidae,3.811,2,0.640588564,0.000640589
H9,Viviparidae,7.543,1,5.732720149,0.00573272
G10,Viviparidae,5.103,2,1.635174968,0.001635175
G10,Viviparidae,3.98,2,0.736323764,0.000736324
G10,Viviparidae,3.87,2,0.672971006,0.000672971
H9,Viviparidae,6.156,1,2.986019899,0.00298602
